Gender,First Name (Devanagari),Middle Name (Devanagari),Last Name (Devanagari),First Name (Roman),Middle Name (Roman),Last Name (Roman),Alternative Roman Spellings,age,caseType,caseFIR,location
0,धन,कुमारी,सिंजाली,Dhan,Kumari,Sinjali,"Dhan Kumari Sinjali, Dhan K. Sinjali, Dhan Sinjali",49,Witness,FIR-2011-949,Bangalore
0,छेम,कुमारी,(लिम्बु),Chhem,Kumari,(Limbu),"Chhem Kumari (Limbu), Chhem (Limbu, Chhem K. (Limbu)",37,Victim,FIR-2023-960,Madhya Pradesh
0,लक्ष्मी,,देवी,Laxmi,,Devi,"Laxmi Devi, Laxmi Dev, L. Devi",27,Criminal,FIR-2012-337,Bangalore
1,जगत,बहादुर,कार्की,Jagat,Bahadur,Karki,"Jagat B. Karki, Jagat Kark, Jagat Karki",47,Criminal,FIR-2003-767,Mumbai
0,धन,कुमारी,पुन,dhan,kumari,re,"d. re, dhan re, dhan r",44,Criminal,FIR-2014-260,Chennai
0,सुकु,माया,सिंतान,Suku,Maya,Sintan,"Suku Sintan, Suku Maya Sintan, S. Sintan",41,Victim,FIR-2001-484,Kolkata
0,उमा,कार्की,(थापा),Uma,Karki,(Thapa),"Uma (Thapa, U. (Thapa), Uma K. (Thapa)",36,Criminal,FIR-2011-964,Hyderabad
0,विष्णु,माया,नगरकोटी,Vishnu,Maya,Nagarkoti,"Vishnu Nagarkot, Vishnu Maya Naagaarkoti, V. Nagarkoti",39,Suspect,FIR-2017-877,Bangalore
1,खडक,बहादुर,बोहरा,Khadak,Bahadur,Bohra,"K. Bohra, Khadak Bohra, Khadak Bahadur Bohraa",39,Suspect,FIR-2000-324,Madhya Pradesh
0,गोपी,,दाहाल,gopi,,dahal,"gopi . dahal, gopi  dahal, gopi daha",28,Victim,FIR-2015-521,Mumbai
1,रौशन,,मंसुर,Roshan,,Mansoor,"Roshan  Maansoor, Roshan Mansoor, R. Mansoor",39,Suspect,FIR-2004-430,Mumbai
1,लक्ष्‍मण,मोची,चमार,Laxman,Cobbler,Chamar,"Laxman Chama, Laxman C. Chamar, Laxman Chamar",31,Victim,FIR-2021-365,Madhya Pradesh
0,राधा,,शर्मा,Radha,,Sharma,"Radha  Shaarmaa, Radha Sharm, Radha  Sharma",33,Victim,FIR-2022-508,Chennai
1,लुद्र,बहादुर,राना,Ludra,Bahadur,Rana,"Ludra Bahadur Raanaa, Ludra Rana, Ludra B. Rana",20,Witness,FIR-2022-276,Madhya Pradesh
0,रक्षा,ओझा,अधिकारी,Defense,Exorcist,Officer,"Defense Exorcist Officer, D. Officer, Defense E. Officer",37,Criminal,FIR-2014-836,Chennai
0,रीता,,बुढाथोकी,Rita,,Budhathoki,"R. Budhathoki, Rita  Budhathoki, Rita Budhathok",25,Suspect,FIR-2020-481,Madhya Pradesh
1,आषिस,,के.सी,Ashish,,K.C,"Ashish  K.C, Ashish . K.C, Ashish K.C",35,Criminal,FIR-2008-507,Madhya Pradesh
1,कृष्‍ण,प्रसाद,अर्याल,Krishna,Prasad,Aryal,"Krishna Aryal, Krishna Prasad Arial, K. Aryal",44,Victim,FIR-2022-835,Chennai
1,सनरजित,,मेहता,sanrajit,,mehta,"sanrajit  mehta, sanrajit meht, s. mehta",19,Victim,FIR-2015-891,Bangalore
0,कमला,कुमारी,शाही,kamla,kumar,shahi,"k. shahi, kamla kumar shaahi, kamla shah",48,Suspect,FIR-2008-552,Madhya Pradesh
1,दिलीप,बहादुर,बम,Dilip,Bahadur,Bam,"Dilip Ba, Dilip B. Bam, Dilip Bam",38,Witness,FIR-2019-532,Delhi
1,मुकदर,अली,सैयद,Muqdar,Ali,Syed,"Muqdar Sye, Muqdar Ali Syed, Muqdar A. Syed",58,Victim,FIR-2004-399,Delhi
1,मनोज,प्रसाद,पंडित,Manoj,Prasad,Pandit,"Manoj P. Pandit, Manoj Pandit, Manoj Prasad Paandit",40,Suspect,FIR-2022-194,Delhi
0,बवीता,,जयस्वाल,Bavita,,Jaiswal,"Bavita . Jaiswal, Bavita  Jaiswal, Bavita Jaiswal",30,Suspect,FIR-2018-482,Delhi
0,सुस्मिता,,अछामी,Susmita,,Achhami,"Susmita  Achhami, S. Achhami, Susmita Acami",47,Witness,FIR-2004-537,Bangalore
0,सोनिया,देबी,राउते,Sonia,Devi,Raute,"Sonia Raute, Sonia Devi Raute, Sonia Devi Raaute",23,Criminal,FIR-2022-398,Chennai
1,दिपक,,क्षेत्री,Deepak,,Kshetri,"Deepak . Kshetri, Deepak Ksetri, Deepak Kshetr",56,Victim,FIR-2001-773,Kolkata
0,ओम,देवी,वस्याल,Om,Devi,Vasyal,"Om Devi Vasial, Om Devi Vasyal, Om Vasyal",27,Suspect,FIR-2010-280,Madhya Pradesh
1,सोनालाल,,महतो,Sonalal,,Mahato,"Sonalal Mahat, Sonalal Mahato, Sonalal  Maahaato",49,Victim,FIR-2007-522,Madhya Pradesh
0,उर्मीला,कुमरी,देवी,Urmila,Kumari,Devi,"Urmila Kumari Devi, Urmila Devi, Urmila K. Devi",54,Witness,FIR-2012-892,Madhya Pradesh
1,मिन,बहादुर,गुरुङ्ग,Min,Bahadur,Gurung,"Min Gurung, Min Gurun, Min Bahadur Gurung",18,Suspect,FIR-2010-356,Jaipur
0,बेद,कुमारी,भट्ट,Veda,Kumari,Bhatt,"Veda Kumari Bhatt, Veda Bhatt, Veda Bhat",48,Witness,FIR-2004-482,Chennai
1,मंगल,सि.,बोहरा,Mangal,S.,Bohra,"Mangal Bohra, Mangal Bohr, Mangal S. Bohraa",45,Criminal,FIR-2009-966,Kolkata
1,दिवस,,गैरे,Divas,,Garre,"Divas  Garre, Divas Garre, D. Garre",47,Witness,FIR-2021-163,Delhi
0,जमुना,,भुसला,jamuna,,bhusla,"jamuna  bhuslaa, j. bhusla, jamuna  bhusla",37,Witness,FIR-2003-438,Chennai
1,दुर्गा,लाल,श्रेष्ठ,Durga,Lal,Shrestha,"Durga Lal Shresthaa, D. Shrestha, Durga Shresth",53,Witness,FIR-2006-273,Madhya Pradesh
0,सुनिता,,चौधरी,Sunita,,Chowdhary,"Sunita Cowdary, Sunita . Chowdhary, Sunita  Chowdhaary",31,Criminal,FIR-2009-558,Mumbai
1,तारा,बहादुर,नेपाली,Tara,Bahadur,Nepali,"T. Nepali, Tara Bahadur Nepaali, Tara Nepali",21,Criminal,FIR-2006-465,Madhya Pradesh
1,धन,बहादुर,मगर,Dhan,Bahadur,Magar,"Dhan Magar, Dhan Bahadur Maagaar, Dhan B. Magar",56,Suspect,FIR-2006-197,Bangalore
1,राधेश्याम,,गडरिया,Radheshyam,,Shepherd,"Radheshyam Shepher, Radheshyam . Shepherd, Radheshyam Shepherd",53,Victim,FIR-2009-420,Madhya Pradesh
0,रसिना,,अर्याल,Rasina,,Aryal,"Rasina  Aryal, Rasina  Arial, Rasina  Aryaal",49,Victim,FIR-2019-577,Mumbai
0,लिला,देवी,नेपाल,Lila,Devi,Nepal,"Lila Nepa, Lila D. Nepal, Lila Devi Nepal",54,Witness,FIR-2008-395,Kolkata
1,राम,प्रकाश,यादव,Ram,Prakash,Yadav,"Ram Yada, Ram Yadav, R. Yadav",28,Suspect,FIR-2016-462,Madhya Pradesh
0,सुनिता,,तिवारी,sunita,,tiwari,"sunita  tiwari, sunita tiwar, s. tiwari",33,Suspect,FIR-2004-210,Mumbai
0,नन्दाकली,,बि.क.,Nandkali,,Bk.,"Nandkali  Bk., Nandkali . Bk., Nandkali Bk",20,Criminal,FIR-2004-777,Bangalore
1,टिका,,पोख्रेल,Tika,,Pokhrel,"Tika Pokrel, Tika . Pokhrel, Tika Pokhre",57,Suspect,FIR-2014-216,Madhya Pradesh
1,टिकै,,खडका,Tikka,,Khadka,"T. Khadka, Tikka Khadka, Tikka  Khadka",51,Victim,FIR-2010-573,Mumbai
0,सुशिला,,मण्डल,Sushila,,Mandal,"Sushila  Mandal, Sushila . Mandal, Sushila  Maandaal",42,Witness,FIR-2019-398,Bangalore
0,सुमित्रा,,श्रेष्ठ,sumitra,,shrestha,"sumitra sresta, sumitra  shrestha, sumitra shrestha",28,Witness,FIR-2009-434,Kolkata
1,जंगली,,धामी,Wild,,Dhami,"Wild . Dhami, Wild  Dhami, Wild Dhami",35,Criminal,FIR-2016-835,Mumbai
1,हरि,बहादुर,महर्जन,Hari,Bahadur,Maharjan,"Hari Maarjan, Hari Maharjan, Hari Bahadur Maahaarjaan",50,Witness,FIR-2021-217,Mumbai
1,फुलगेन,,पासवान,Fulgen,,Paswan,"Fulgen Paswan, Fulgen Paswa, Fulgen  Paswan",20,Suspect,FIR-2009-711,Mumbai
0,रोजी,,श्रेष्ठ,Rosie,,Shrestha,"Rosie Sresta, R. Shrestha, Rosie Shrestha",24,Witness,FIR-2020-358,Mumbai
0,पुजा,,घोरसाईने,Pooja,,Ghorsain,"Pooja Gorsain, Pooja Ghorsain, P. Ghorsain",18,Suspect,FIR-2014-165,Madhya Pradesh
1,भिम,बहादुर,थापा,Bhim,Bahadur,Thapa,"Bhim Tapa, B. Thapa, Bhim Thapa",59,Witness,FIR-2021-718,Madhya Pradesh
1,टोप,बहादुर,बस्नेत,Top,Bahadur,Basnet,"Top B. Basnet, Top Basne, Top Basnet",29,Criminal,FIR-2011-344,Chennai
0,निर्मला,,नेपाली,Nirmala,,Nepali,"Nirmala . Nepali, N. Nepali, Nirmala Nepal",29,Criminal,FIR-2009-208,Madhya Pradesh
0,कुइचनी,,थरुनी,Kuichni,,Tharuni,"Kuichni  Tharuni, Kuichni Tharuni, Kuichni . Tharuni",21,Victim,FIR-2011-621,Madhya Pradesh
0,रश्मीता,,थापा,Rashmita,,Thapa,"Rashmita  Thaapaa, Rashmita Tapa, Rashmita . Thapa",37,Victim,FIR-2009-759,Kolkata
0,अमिरा,देवि,मंडल,Amira,Devi,Mandal,"Amira Devi Maandaal, A. Mandal, Amira Mandal",36,Victim,FIR-2015-799,Madhya Pradesh
0,रेखा,कुमारी,राजवंशी,Rekha,Kumari,Rajvanshi,"Rekha K. Rajvanshi, Rekha Rajvansh, Rekha Kumari Raajvaanshi",59,Victim,FIR-2015-944,Madhya Pradesh
1,झिगुंर,,यादव,Jhigun,,Yadav,"Jhigun  Yadav, J. Yadav, Jhigun  Yaadaav",59,Suspect,FIR-2018-462,Madhya Pradesh
0,श्याम,कुमारी,विरकट्टा,Shyam,Kumari,Virakatta,"Shyam K. Virakatta, Shyam Virakatt, Shyam Kumari Viraakaattaa",58,Victim,FIR-2011-907,Madhya Pradesh
0,असिया,,देवी,asiya,,devi,"asiya . devi, asiya devi, asiya  devi",30,Suspect,FIR-2019-760,Jaipur
0,विष्णु,माया,खवास,Vishnu,Maya,Khawas,"Vishnu Khawa, Vishnu Maya Khawas, Vishnu Kawas",33,Witness,FIR-2003-452,Madhya Pradesh
1,बृज,आनन्द,मास्के,Brij,Anand,Maske,"Brij Mask, Brij Anand Maske, Brij Anand Maaske",18,Criminal,FIR-2021-580,Madhya Pradesh
0,निकिता,,लामा,Nikita,,Lama,"Nikita Lam, N. Lama, Nikita  Laamaa",60,Suspect,FIR-2006-879,Madhya Pradesh
0,चारी,देवी,उराँव,Chari,Devi,Oraon,"Chari D. Oraon, Chari Devi Oraaon, C. Oraon",28,Criminal,FIR-2009-396,Madhya Pradesh
0,हेम,कुमारी,चुडाल,Hem,Kumari,Chudal,"Hem Chuda, Hem K. Chudal, Hem Cudal",36,Witness,FIR-2015-473,Bangalore
1,महीचन,,सहनी,Mahichan,,Sahni,"Mahichan Sani, M. Sahni, Mahichan Sahni",41,Suspect,FIR-2013-249,Hyderabad
1,राम,नगिना,नुनिया,Ram,Nagina,Nuniya,"Ram Nagina Nuniya, R. Nuniya, Ram Nagina Nuniyaa",60,Criminal,FIR-2017-603,Madhya Pradesh
0,राम,दुलारी,ठाकुर,Ram,Dulari,Thakur,"Ram Dulari Thaakur, R. Thakur, Ram Dulari Thakur",46,Criminal,FIR-2003-710,Madhya Pradesh
1,अकक्षित,,पाण्डेय,Akshit,,Pandey,"Akshit  Paandey, Akshit Pande, A. Pandey",44,Witness,FIR-2005-194,Madhya Pradesh
0,नन्दा,,शाही,nanda,,shahi,"nanda shah, nanda . shahi, nanda shahi",28,Suspect,FIR-2000-772,Madhya Pradesh
0,कृति,,भण्डारी,Kriti,,Bhandar,"Kriti Bandar, Kriti  Bhandar, Kriti Bhandar",40,Witness,FIR-2005-223,Chennai
1,गोपीलाल,पौडेल,खत्री,Gopilal,Paudel,Khatri,"Gopilal Katri, Gopilal Paudel Khatri, Gopilal P. Khatri",42,Suspect,FIR-2015-672,Kolkata
0,फुल,,कुमारी,Full,,Kumari,"Full . Kumari, Full Kumari, Full  Kumaari",27,Witness,FIR-2024-107,Hyderabad
1,एकिन्द्र,,राई,Ekinder,,Rai,"Ekinder Ra, Ekinder Rai, Ekinder . Rai",39,Victim,FIR-2023-552,Delhi
0,निना,,भेटुवाल,Nina,,Bhetuwal,"Nina  Bhetuwaal, Nina . Bhetuwal, N. Bhetuwal",51,Suspect,FIR-2003-665,Delhi
1,वम,शंकर,यादव,Vam,Shankar,Yadav,"Vam S. Yadav, V. Yadav, Vam Yada",22,Suspect,FIR-2015-754,Kolkata
0,हिरा,देवी,मगर,Hira,Devi,Magar,"Hira Magar, Hira Devi Maagaar, Hira Devi Magar",35,Criminal,FIR-2004-236,Madhya Pradesh
0,मिना,,खत्री,Mina,,Khatri,"Mina Katri, Mina Khatr, Mina Khatri",39,Criminal,FIR-2010-473,Delhi
1,भगवान,,आलेमगर,Lord,,Alemargar,"Lord . Alemargar, Lord Alemarga, Lord  Alemargar",30,Criminal,FIR-2006-326,Chennai
1,सामियेन,,मरण्डी,samien,,marandi,"samien marandi, samien . marandi, samien  marandi",34,Witness,FIR-2011-576,Madhya Pradesh
0,सोनी,,शेर्पा,sony,,sherpa,"sony  sherpaa, sony sherp, sony  sherpa",24,Witness,FIR-2021-125,Madhya Pradesh
1,कृपाराम,,‌ओली,kruparam,,oli,"kruparam . oli, kruparam  oli, kruparam oli",23,Victim,FIR-2023-134,Madhya Pradesh
0,मिथिला,,चौधरी,Mithila,,Choudhary,"M. Choudhary, Mithila  Choudhary, Mithila  Choudhaary",59,Suspect,FIR-2023-482,Chennai
1,पुर्ण,बहादुर,भुजेल,Purna,Bahadur,Bhujel,"Purna Bhuje, P. Bhujel, Purna Bhujel",30,Victim,FIR-2014-158,Kolkata
0,धन,कुमारी,श्रेत्री,dhan,kumari,shretri,"d. shretri, dhan shretri, dhan kumari shretri",33,Witness,FIR-2000-505,Madhya Pradesh
0,भगवती,,भट्टराई,Bhagwati,,Bhattarai,"Bhagwati  Bhattarai, Bhagwati . Bhattarai, Bhagwati Bhattara",40,Criminal,FIR-2008-394,Madhya Pradesh
1,खिल,नाथ,पहाडी,khilnath,,hill,"khilnath . hill, khilnath  hill, k. hill",50,Victim,FIR-2002-574,Chennai
0,दिपा,,सापकोटा,Deepa,,Sapkota,"Deepa  Sapkota, D. Sapkota, Deepa . Sapkota",34,Victim,FIR-2018-346,Madhya Pradesh
0,निर्मला,,तामाङ,Nirmala,,Tamang,"Nirmala Taman, Nirmala Tamang, Nirmala  Tamang",34,Criminal,FIR-2001-704,Delhi
0,मिना,,सेन,Mina,,Sen,"M. Sen, Mina Se, Mina . Sen",60,Suspect,FIR-2020-774,Madhya Pradesh
1,रेशम,राज,शर्मा,Resham,Raj,Sharma,"Resham R. Sharma, Resham Raj Sharma, Resham Sharma",42,Suspect,FIR-2004-724,Madhya Pradesh
1,भगतराम,,थारु,Bhagatram,,Tharu,"Bhagatram Taru, Bhagatram . Tharu, Bhagatram Thar",59,Suspect,FIR-2010-686,Madhya Pradesh
0,कमला,,के.सी,Kamla,,KC,"Kamla  KC, K. KC, Kamla K",18,Suspect,FIR-2005-609,Kolkata
0,सुलोचन,,बस्नेत,Sulochan,,Basnet,"Sulochan  Basnet, Sulochan . Basnet, S. Basnet",49,Criminal,FIR-2003-976,Madhya Pradesh
1,केशर,बहादुर,काउचा,Keshar,Bahadur,Coucha,"Keshar Couca, Keshar Couch, Keshar Bahadur Couchaa",23,Criminal,FIR-2005-376,Bangalore
1,पन्च,विर,दनुवार,Panch,Vir,Danuwar,"Panch V. Danuwar, Panch Vir Daanuwaar, P. Danuwar",38,Victim,FIR-2014-422,Delhi
0,शिला,,डगौरा,rock,,dagaura,"rock  dagaura, rock dagaur, rock dagaura",48,Suspect,FIR-2014-748,Kolkata
0,कलमाया,,पुन,Kalmaya,,Pun,"Kalmaya Pun, Kalmaya  Pun, K. Pun",49,Suspect,FIR-2002-512,Madhya Pradesh
0,मंजु,देवी,राम,Manju,Devi,Ram,"Manju Ram, Manju Ra, M. Ram",43,Victim,FIR-2005-535,Chennai
1,राम,सेवक,राय,Ram,Sevak,Rai,"Ram Sevak Raai, Ram Sevak Rai, Ram S. Rai",37,Suspect,FIR-2001-900,Delhi
1,कृष्‍ण,कुमार,गुरुङ्ग,Krishna,Kumar,Gurung,"Krishna Gurung, Krishna K. Gurung, K. Gurung",23,Suspect,FIR-2009-727,Madhya Pradesh
0,तारा,,खत्री,Tara,,Khatri,"Tara . Khatri, Tara Khatr, Tara  Khaatri",47,Criminal,FIR-2001-826,Kolkata
0,लक्ष्मी,,धिताल,Lakshmi,,Dhital,"Lakshmi Dhita, Lakshmi Dhital, Lakshmi  Dhital",37,Victim,FIR-2021-813,Madhya Pradesh
1,विजय,,घलान,Vijay,,Ghalan,"Vijay . Ghalan, Vijay Ghala, Vijay  Ghaalaan",37,Victim,FIR-2014-920,Kolkata
0,विनिता,,राई,vinita,,rai,"vinita ra, vinita rai, v. rai",20,Victim,FIR-2016-425,Madhya Pradesh
0,दल,रानी,थारु,Dal,Rani,Tharu,"Dal Rani Thaaru, Dal Thar, Dal R. Tharu",57,Victim,FIR-2009-123,Chennai
1,विरेन्द्र,कुमार,यादव,Virendra,Kumar,Yadav,"V. Yadav, Virendra K. Yadav, Virendra Kumar Yaadaav",28,Suspect,FIR-2022-477,Delhi
0,मेनुका,,श्रेष्‍ठ,manuka,,best,"manuka bes, manuka  best, manuka best",41,Witness,FIR-2012-218,Kolkata
0,चुडामाया,,श्रेष्‍ठ,chudamaya,,best,"chudamaya best, c. best, chudamaya  best",53,Witness,FIR-2012-435,Chennai
1,प्रकाश,,पोख्रेल,Prakash,,Pokhrel,"Prakash Pokhrel, Prakash Pokhre, Prakash Pokrel",60,Victim,FIR-2019-116,Hyderabad
1,इम,बहादुर,सारु,Im,Bahadur,Saru,"Im Bahadur Saru, Im B. Saru, Im Sar",34,Criminal,FIR-2015-136,Kolkata
1,बजिरे,,आउजी,Bajire,,Aouji,"Bajire Aouji, Bajire  Aouji, Bajire . Aouji",21,Victim,FIR-2012-410,Chennai
0,बालकिस्नी,,थारु,Balkisni,,Tharu,"Balkisni Thar, Balkisni  Tharu, Balkisni Taru",40,Criminal,FIR-2001-148,Bangalore
0,भिम,कला,बस्नेत,Bhim,Kala,Basnet,"Bhim K. Basnet, B. Basnet, Bhim Kala Baasnet",47,Suspect,FIR-2014-387,Delhi
1,मान,बहादुर,वलि,Maan,Bahadur,Vali,"Maan B. Vali, Maan Val, Maan Bahadur Vali",30,Victim,FIR-2022-830,Hyderabad
0,रम,कला,आले,Rum,Art,Niche,"Rum Niche, R. Niche, Rum Art Niche",25,Suspect,FIR-2016-352,Madhya Pradesh
1,भरत,,ताम्राकार,bharat,,coppersmith,"bharat coppersmit, bharat coppersmith, bharat  coppersmith",50,Victim,FIR-2000-635,Madhya Pradesh
0,पिमा,दमाई,नेपाली,Pima,Damai,Nepali,"Pima Damai Nepali, Pima D. Nepali, Pima Nepal",52,Criminal,FIR-2013-476,Kolkata
1,विर,बहादुर,तामाङ,Veer,Bahadur,Tamang,"Veer B. Tamang, Veer Taman, Veer Bahadur Tamang",57,Witness,FIR-2015-133,Delhi
1,किर्ति,बहादुर,कार्की,Kirti,Bahadur,Karki,"Kirti Kark, Kirti Karki, Kirti Bahadur Karki",19,Suspect,FIR-2003-514,Kolkata
1,निरज,,सिलवाल,Niraj,,Silwal,"Niraj  Silwal, N. Silwal, Niraj Silwal",47,Suspect,FIR-2021-696,Mumbai
1,मोतीराम,,अधिकारी,Motiram,,Adhikari,"Motiram Adhikar, M. Adhikari, Motiram Adikari",28,Criminal,FIR-2024-945,Madhya Pradesh
0,नाथो,देवी,मण्डल,Natho,Devi,Mandal,"Natho Mandal, Natho D. Mandal, Natho Manda",48,Suspect,FIR-2017-957,Pune
1,गोपाल,,सुनार,Gopal,,Sunar,"G. Sunar, Gopal . Sunar, Gopal Suna",53,Criminal,FIR-2019-452,Bangalore
1,आशिष,,गौतम,ashish,,gautam,"ashish . gautam, a. gautam, ashish  gautam",57,Victim,FIR-2022-767,Delhi
1,दुखिया,कुमर,(दनुवार),sad,kumar,(danuwar),"sad (danuwar, s. (danuwar), sad k. (danuwar)",50,Witness,FIR-2012-639,Mumbai
1,विनोद,साह,तेली,Vinod,Shah,Teli,"Vinod Teli, V. Teli, Vinod Shah Teli",22,Witness,FIR-2006-371,Madhya Pradesh
1,उदय,राज,खत्री,Uday,Raj,Khatri,"Uday Katri, Uday Khatri, Uday R. Khatri",60,Criminal,FIR-2021-678,Madhya Pradesh
0,रुपा,,कटुवाल,Rupa,,Katuwal,"Rupa . Katuwal, Rupa  Kaatuwaal, R. Katuwal",36,Victim,FIR-2000-941,Madhya Pradesh
1,प्रताप,,पुनमगर,Pratap,,Punmagar,"Pratap  Punmaagaar, Pratap  Punmagar, Pratap Punmagar",35,Suspect,FIR-2001-199,Kolkata
1,नवराज,,पौडेल,Navraj,,Paudel,"N. Paudel, Navraj Paude, Navraj  Paudel",29,Victim,FIR-2014-808,Chennai
1,प्रसादे,,थारु,Prasade,,Tharu,"Prasade  Tharu, Prasade  Thaaru, Prasade Tharu",31,Witness,FIR-2013-522,Madhya Pradesh
1,शुकराम,,महतो,Shukram,,Mahato,"Shukram  Maahaato, S. Mahato, Shukram  Mahato",55,Suspect,FIR-2017-286,Madhya Pradesh
0,मन,कला,चलाउने,master,the,mind,"master the mind, master t. mind, m. mind",41,Criminal,FIR-2021-576,Madhya Pradesh
1,रेशम,,नेपाली,Resham,,Nepali,"R. Nepali, Resham Nepal, Resham  Nepali",39,Criminal,FIR-2001-261,Chennai
0,दुर्गा,शर्मा,उपाध्याय,Durga,Sharma,Upadhyay,"Durga S. Upadhyay, Durga Sharma Upaadhyaay, D. Upadhyay",37,Suspect,FIR-2011-654,Madhya Pradesh
0,असिया,,महतो,Asiya,,Mahato,"Asiya Mahat, Asiya Mahato, Asiya  Mahato",59,Suspect,FIR-2006-967,Madhya Pradesh
1,हरि,प्रसाद,पौडेल,Hari,Prasad,Paudel,"Hari Prasad Paudel, Hari P. Paudel, Hari Prasad Paaudel",33,Witness,FIR-2012-769,Madhya Pradesh
0,कृष्ण,कुमारी,श्रेष्ठ,krishna,kumari,shrestha,"krishna sresta, krishna shrestha, krishna kumari shrestha",60,Suspect,FIR-2013-901,Madhya Pradesh
1,विष्‍णु,,माझी,Vishnu,,Majhi,"Vishnu Majhi, Vishnu Maji, V. Majhi",46,Witness,FIR-2021-957,Bangalore
1,राम,,लुइटेल,Ram,,Luitel,"R. Luitel, Ram Luitel, Ram . Luitel",56,Suspect,FIR-2021-514,Madhya Pradesh
1,दधि,राम,चौधरी,Dadhi,Ram,Choudhary,"D. Choudhary, Dadhi R. Choudhary, Dadhi Choudhar",30,Suspect,FIR-2018-975,Chennai
0,जानकी,कुमारी,पोख्रेल,Janaki,Kumari,Pokhrel,"Janaki K. Pokhrel, Janaki Pokhre, J. Pokhrel",47,Suspect,FIR-2007-729,Delhi
0,तेज,कुमारी,कार्की,Tej,Kumari,Karki,"T. Karki, Tej Kumari Kaarki, Tej Karki",46,Criminal,FIR-2002-372,Mumbai
