Names,voter_gender,age,caseType,caseFIR,location
Bhagwati Sing,0,42,Witness,FIR-2010-507,Satna
D. Limbu,0,53,Victim,FIR-2002-656,Bhopal
K. Sound,0,44,Victim,FIR-2016-415,Rewa
vinod gurung,1,44,Victim,FIR-2003-191,Jabalpur
Arvind Kumar Verma,1,50,Witness,FIR-2017-696,Dewas
Sita Achhami Maagaar,0,34,Victim,FIR-2015-386,Dewas
Harak S. Badal,1,39,Suspect,FIR-2002-245,Indore
Rum Art Niche,0,41,Criminal,FIR-2006-628,Sagar
T. Gharti,0,28,Criminal,FIR-2012-677,Rewa
D. Tamang,1,45,Suspect,FIR-2015-725,Dewas
Bhakta Rai,1,21,Victim,FIR-2011-496,Bhopal
jamuna devi joshi,0,39,Criminal,FIR-2015-671,Rewa
Niru Sapkota,0,33,Victim,FIR-2001-871,Bhopal
Sam Raj Raai,1,35,Victim,FIR-2022-582,Satna
Rajan Acharya,1,41,Witness,FIR-2006-645,Gwalior
Ram Maya Ranabhat,0,56,Victim,FIR-2012-496,Satna
as Durga Dutt Bhatt,1,57,Victim,FIR-2005-815,Bhopal
Vindeshwar  Yaadaav,1,46,Suspect,FIR-2002-620,Rewa
Sursati Ahirni,0,60,Suspect,FIR-2003-934,Ujjain
Rim Bahadur Somai,1,56,Witness,FIR-2003-908,Sagar
joumati devi dhaami,0,41,Criminal,FIR-2012-110,Sagar
Khima Bhattara,1,44,Witness,FIR-2003-338,Ujjain
Nar M. Visht,0,43,Witness,FIR-2020-120,Satna
Suntali . Acharya,0,31,Victim,FIR-2012-636,Indore
Run Miss Giri,0,54,Witness,FIR-2021-444,Satna
Punya Shaky,0,18,Suspect,FIR-2011-420,Bhopal
Ram Prasad Chowdhaary,1,47,Victim,FIR-2018-822,Ujjain
Bhagwati Tharun,0,31,Criminal,FIR-2020-563,Rewa
Indra Wahadur Magar,1,24,Suspect,FIR-2012-108,Sagar
Jhinki Cai,0,36,Criminal,FIR-2022-744,Sagar
Ram Bahadur Mandal,1,46,Criminal,FIR-2001-707,Gwalior
L. Prasad,1,20,Suspect,FIR-2000-767,Indore
Urmila Devi Kathavaniya,0,26,Suspect,FIR-2005-863,Dewas
Savitri S. Ghimire,0,56,Witness,FIR-2000-104,Satna
Raniwati Devi Daas,0,47,Witness,FIR-2013-712,Gwalior
Sur M. Ghalan,1,20,Witness,FIR-2007-752,Sagar
Khamm Bahadur Oli,1,43,Witness,FIR-2003-233,Ujjain
Prakash Pokhre,1,60,Victim,FIR-2023-791,Satna
Kamla Goldsmith,0,18,Suspect,FIR-2005-992,Ujjain
Lila Karki,0,30,Criminal,FIR-2011-908,Jabalpur
Bijay  KC,1,44,Witness,FIR-2005-873,Jabalpur
Vijay  Roombaa,1,26,Victim,FIR-2022-360,Gwalior
Dhan Magar,1,59,Witness,FIR-2014-167,Jabalpur
Krishna Prasad Aryal,1,37,Suspect,FIR-2009-157,Ujjain
Samtolia Khatvinia,0,48,Suspect,FIR-2016-926,Dewas
Parideen Regm,1,18,Criminal,FIR-2013-710,Rewa
suresh kumar shresthaa,1,36,Victim,FIR-2004-689,Bhopal
Prakash Yadav,1,38,Suspect,FIR-2009-113,Sagar
kavli majh,0,29,Criminal,FIR-2018-528,Gwalior
The slee,0,51,Victim,FIR-2023-616,Dewas
Loki Gorathoki,0,45,Witness,FIR-2022-728,Ujjain
Sunita Dev,0,24,Suspect,FIR-2008-932,Ujjain
Chun M. Khamcha,0,51,Victim,FIR-2009-335,Gwalior
Im B. Saru,1,56,Victim,FIR-2004-873,Jabalpur
ashish  gautam,1,42,Criminal,FIR-2006-109,Indore
Jagat B. Karki,1,45,Suspect,FIR-2024-955,Bhopal
Parvati Varai Maagaar,0,55,Victim,FIR-2022-705,Rewa
Amit Magar,1,59,Witness,FIR-2018-819,Jabalpur
m. tomorrow,0,60,Criminal,FIR-2009-942,Bhopal
Santosh Kumar Sharma,1,44,Victim,FIR-2011-311,Bhopal
C. Manandhar,0,49,Criminal,FIR-2022-994,Sagar
Parvati Maga,0,31,Criminal,FIR-2013-191,Sagar
I. Koirala,0,19,Criminal,FIR-2008-375,Dewas
Bandhu Tharu,1,18,Victim,FIR-2022-917,Satna
Meena Pan,0,24,Suspect,FIR-2011-653,Ujjain
Ram Singh Daanuwaar,1,28,Witness,FIR-2005-334,Indore
Vijay Sha,1,43,Witness,FIR-2018-132,Indore
Lakhpatia Dev,0,18,Criminal,FIR-2009-806,Dewas
Rampratap Rai Daahaa,1,58,Witness,FIR-2003-229,Ujjain
Chandrakali gharti again,0,41,Criminal,FIR-2012-201,Satna
Kamala (Chapaagai,0,58,Victim,FIR-2008-715,Sagar
Damanti K.C.,0,35,Criminal,FIR-2002-298,Gwalior
S. Rai,1,58,Victim,FIR-2002-844,Ujjain
Dol M. Tamang,0,50,Suspect,FIR-2019-860,Jabalpur
Vinita . Chemjong,0,22,Victim,FIR-2006-503,Bhopal
Kesu Tharu,1,29,Suspect,FIR-2021-514,Sagar
Murari Cowdary,1,33,Witness,FIR-2011-604,Indore
S. Gajurel,0,27,Criminal,FIR-2024-892,Rewa
hari loha,1,40,Witness,FIR-2000-107,Gwalior
Dhan Katri,0,27,Victim,FIR-2024-582,Ujjain
sad kumar (danuwar),1,36,Suspect,FIR-2008-605,Bhopal
D. Paudel,0,51,Criminal,FIR-2006-221,Bhopal
Thumi V K,0,26,Victim,FIR-2024-290,Indore
B. Eddie,0,47,Criminal,FIR-2010-464,Bhopal
Umeshwar Yadav,1,34,Witness,FIR-2024-767,Ujjain
Niraj  Silwal,1,50,Victim,FIR-2015-555,Rewa
joumati devi dhami,0,54,Victim,FIR-2009-181,Satna
prem  chaand,1,30,Victim,FIR-2020-542,Bhopal
Pashupati Kaha,1,38,Witness,FIR-2020-468,Jabalpur
"Yami Acharya, Bhandari",0,18,Witness,FIR-2023-284,Satna
Somnath Adhikari,1,30,Criminal,FIR-2001-436,Gwalior
Durga P. Upreti,1,54,Witness,FIR-2023-397,Bhopal
Hari Maya Jimbaa,0,38,Criminal,FIR-2023-906,Gwalior
The sleep,0,24,Criminal,FIR-2009-284,Ujjain
Vishnu Pandey,0,48,Witness,FIR-2018-558,Bhopal
Tika Kshetri,0,49,Suspect,FIR-2002-753,Indore
Kuber Tumbapo,1,35,Witness,FIR-2004-209,Bhopal
Savita . Choudhary,0,39,Witness,FIR-2017-300,Sagar
Bhagwati  Niupane,0,47,Criminal,FIR-2010-135,Satna
Rupa P. Pangeni,0,24,Suspect,FIR-2006-851,Sagar
I. Dhunia,1,36,Witness,FIR-2023-245,Dewas
S. Teli,1,39,Victim,FIR-2003-700,Ujjain
Siya Ram Chowdhary,1,34,Victim,FIR-2020-525,Bhopal
padam bhu,1,24,Witness,FIR-2006-968,Rewa
Bishnu . Sunuwar,1,56,Victim,FIR-2020-978,Rewa
Prem B. Bishwakarma,1,18,Witness,FIR-2021-209,Ujjain
Jai Godiya,1,42,Witness,FIR-2014-168,Jabalpur
Parshuram Rai,1,22,Criminal,FIR-2019-211,Sagar
Manraj  Gopaali,1,20,Suspect,FIR-2009-350,Gwalior
Laxmi Giri,0,45,Victim,FIR-2004-199,Rewa
Shiv Yada,0,43,Witness,FIR-2019-160,Rewa
Ayushma  Officer,0,48,Victim,FIR-2018-376,Ujjain
Nilu  Shresthaa,0,27,Criminal,FIR-2000-351,Gwalior
Fourth Rishide,1,57,Victim,FIR-2002-638,Ujjain
jivan  laamaa,1,40,Witness,FIR-2017-148,Ujjain
Laxmi Shaky,0,40,Victim,FIR-2003-983,Jabalpur
Radheshyam Shepher,1,54,Suspect,FIR-2008-776,Ujjain
Ram  Parihar,1,48,Suspect,FIR-2020-163,Gwalior
Mankumari Khawas,0,53,Criminal,FIR-2020-426,Gwalior
R. Mukhiya,0,34,Criminal,FIR-2014-206,Gwalior
Jhinki Cha,0,53,Witness,FIR-2006-644,Ujjain
phurpasang sherp,1,28,Witness,FIR-2022-254,Ujjain
Sudan Maan Dangol,1,26,Witness,FIR-2018-983,Satna
R. Khadka,0,33,Suspect,FIR-2007-501,Dewas
Pavitha Kumal,0,42,Witness,FIR-2001-946,Satna
Rahul  Aale,1,36,Witness,FIR-2000-423,Satna
Bhakti Maya Gurung,0,53,Criminal,FIR-2001-106,Indore
Saraswati Sudakar,0,20,Criminal,FIR-2007-776,Gwalior
Rajesh Vudhathok,1,40,Witness,FIR-2005-380,Ujjain
Şahnaz . Khatun,0,59,Victim,FIR-2009-864,Rewa
Rama Mahara Chamar,1,49,Suspect,FIR-2009-184,Jabalpur
kapleshwar  yaadaav,1,27,Suspect,FIR-2016-364,Ujjain
Dhuv Goda,1,41,Witness,FIR-2007-815,Satna
Laxmi . Giri,0,48,Witness,FIR-2024-425,Satna
mohan shrestha,0,44,Victim,FIR-2021-278,Satna
Suntali Acarya,0,21,Criminal,FIR-2003-587,Ujjain
Chandra Kishore Shah,1,46,Victim,FIR-2011-108,Dewas
Somai Lonia,1,23,Suspect,FIR-2015-383,Dewas
Saroj Bhat,1,54,Victim,FIR-2020-995,Sagar
Mamta Rajvansh,0,47,Criminal,FIR-2007-813,Satna
S. Yadav,1,47,Suspect,FIR-2021-125,Sagar
siddhi kumar shreshthaa,1,21,Suspect,FIR-2010-514,Bhopal
tomorrow kumari bantwa,0,20,Witness,FIR-2001-978,Sagar
Santa Thokar,0,48,Witness,FIR-2003-707,Bhopal
Till goldsmith,1,24,Witness,FIR-2008-644,Jabalpur
Jagannath Sa,1,30,Victim,FIR-2015-461,Gwalior
supriya  rokay,0,39,Suspect,FIR-2004-560,Bhopal
Ramsunair Devi Mahato,0,30,Criminal,FIR-2024-492,Satna
Well b. kami,1,49,Criminal,FIR-2016-311,Rewa
Padam B. Magar,1,56,Witness,FIR-2021-428,Dewas
d. lusty,1,25,Criminal,FIR-2004-582,Gwalior
Indira  Mahat,0,20,Victim,FIR-2001-224,Satna
Sonam Mokta,1,59,Suspect,FIR-2003-565,Sagar
kunti shreshth,0,41,Suspect,FIR-2008-873,Satna
G. Luhar,1,27,Suspect,FIR-2001-930,Sagar
Lachiram  Daamaai,1,32,Suspect,FIR-2010-304,Jabalpur
Aarti Ganesh,0,46,Witness,FIR-2008-521,Indore
Shankhlal Gajmerkami,1,28,Witness,FIR-2021-939,Indore
Dilip Kumar Yadav,1,30,Criminal,FIR-2014-819,Rewa
pramila officer,0,25,Victim,FIR-2009-281,Ujjain
Ladhvorje T. Lama,1,48,Criminal,FIR-2007-524,Jabalpur
Niraj Silwal,1,23,Criminal,FIR-2019-876,Dewas
padam bahadur chaand,1,42,Suspect,FIR-2024-188,Satna
Seraj . Ansari,1,24,Criminal,FIR-2021-199,Dewas
Vinita Thapa,0,32,Witness,FIR-2005-713,Dewas
Kiran Vishwakarma,1,39,Criminal,FIR-2023-767,Sagar
Madina Khatun Ansari,0,30,Victim,FIR-2020-389,Ujjain
Prem Bahadur Taamaang,1,18,Victim,FIR-2021-772,Indore
Gulawati Sardar,0,42,Criminal,FIR-2000-667,Dewas
P. Basnet,0,40,Witness,FIR-2015-968,Indore
Kopil Pariya,1,34,Witness,FIR-2015-804,Ujjain
Santoke  Rawat,1,47,Witness,FIR-2018-798,Dewas
Vivi Rani Tamang,0,21,Victim,FIR-2024-919,Bhopal
Ram Avtar Carpenter,1,27,Criminal,FIR-2019-747,Bhopal
Lakshmi Devi Ghimire(Kaarki),0,26,Criminal,FIR-2002-702,Dewas
Sing Bahadur Ghale,1,51,Criminal,FIR-2000-966,Indore
Sunita Bhatt Officer,0,46,Witness,FIR-2004-935,Satna
Pappu Kumar Yogi,1,28,Criminal,FIR-2019-508,Rewa
T. Kunwar,0,18,Suspect,FIR-2007-645,Bhopal
Surjamuni  Taajpuriaa,0,50,Suspect,FIR-2004-588,Bhopal
Amwar Pradha,1,54,Suspect,FIR-2005-607,Ujjain
Netra Kumari Bhattarai,0,41,Suspect,FIR-2018-827,Jabalpur
Jamun Baniya,1,25,Suspect,FIR-2016-136,Jabalpur
Painting Busal,0,48,Criminal,FIR-2004-143,Jabalpur
Kamla KC,0,37,Victim,FIR-2013-983,Gwalior
Hark Bohra,1,55,Witness,FIR-2011-365,Gwalior
Devimaya Limbu,0,55,Criminal,FIR-2003-817,Sagar
Aitaram Taman,1,52,Victim,FIR-2015-445,Dewas
pasand . tamang,1,39,Criminal,FIR-2006-985,Sagar
s. mehta,1,28,Witness,FIR-2000-477,Ujjain
Sitla . Kami,0,22,Criminal,FIR-2023-391,Ujjain
Pavitra Bist,0,28,Suspect,FIR-2006-695,Bhopal
Devendra Upadyay,1,18,Suspect,FIR-2011-997,Indore
jamuna  bhuslaa,0,21,Victim,FIR-2022-223,Dewas
Santoshi Thap,0,60,Criminal,FIR-2007-990,Satna
Harimaya . Dahal,0,26,Victim,FIR-2002-704,Jabalpur
R. KC,0,37,Suspect,FIR-2011-753,Gwalior
Maan Bahadur Vali,1,21,Criminal,FIR-2009-518,Bhopal
Mandira Khadka Bhaattaaraai,0,53,Suspect,FIR-2019-235,Bhopal
Ashish  Chowdhaary,1,25,Criminal,FIR-2011-429,Satna
runa devi,0,58,Criminal,FIR-2023-659,Ujjain
Sharda Daha,0,32,Witness,FIR-2010-561,Indore
C. Debkota,1,58,Suspect,FIR-2017-433,Sagar
Babi K. Mandal,0,55,Witness,FIR-2001-733,Dewas
indu paudar,0,22,Criminal,FIR-2012-449,Rewa
Ritesh Das,1,53,Witness,FIR-2000-347,Ujjain
Swavira Now,0,56,Witness,FIR-2004-661,Satna
Pravin Mehr,1,27,Criminal,FIR-2020-404,Rewa
Shushila  Bhandari,0,59,Criminal,FIR-2022-547,Sagar
Fulgen  Paswan,1,52,Suspect,FIR-2023-601,Rewa
Chakra Bahadur Chaahaar,1,58,Criminal,FIR-2024-811,Bhopal
Asmita Chaudhary,0,44,Victim,FIR-2010-193,Satna
Son Keshri Chowdhary,0,20,Suspect,FIR-2022-995,Jabalpur
Dol Maya Tamang,0,53,Victim,FIR-2009-112,Bhopal
Sona Kalwa,0,56,Suspect,FIR-2019-733,Gwalior
prem chand,1,28,Criminal,FIR-2009-269,Rewa
Dharma Jit Shaahi,1,38,Witness,FIR-2010-840,Rewa
sumitra sresta,0,60,Suspect,FIR-2000-860,Bhopal
Santosh Kumar Shaarmaa,1,57,Witness,FIR-2002-842,Gwalior
Shiv Kark,1,27,Criminal,FIR-2009-921,Satna
imagination . people,0,53,Suspect,FIR-2009-993,Indore
Bhoja Gare,0,55,Witness,FIR-2016-861,Satna
Rosita  Choulagai,0,20,Victim,FIR-2019-212,Bhopal
Pavitra Bhattarai Basial,0,56,Criminal,FIR-2019-316,Gwalior
Prem Bahadur Gauchan,1,30,Victim,FIR-2014-188,Indore
chudamaya  best,0,28,Witness,FIR-2005-903,Satna
Jhank B. Tailor,1,22,Victim,FIR-2018-436,Dewas
Bhim Bahadur Kaaseraa,1,41,Suspect,FIR-2003-171,Gwalior
Shant Saud,1,50,Criminal,FIR-2017-587,Gwalior
Shyambabu  Karki,1,20,Suspect,FIR-2017-899,Dewas
Sushila . Mandal,0,42,Suspect,FIR-2000-372,Sagar
Uday Khatri,1,43,Witness,FIR-2008-873,Sagar
S. Visht,0,48,Criminal,FIR-2016-255,Gwalior
n. rana,1,37,Victim,FIR-2017-154,Dewas
D. Upadhyay,0,51,Victim,FIR-2023-968,Rewa
Kaushila . Kahar,0,41,Criminal,FIR-2005-395,Indore
Saroj Dev,0,47,Victim,FIR-2019-448,Dewas
K. Jha,1,47,Criminal,FIR-2012-164,Gwalior
Akalbun Muslims,0,20,Victim,FIR-2012-714,Ujjain
Pratap Punmagar,1,37,Witness,FIR-2010-500,Sagar
Sitla  Kami,0,31,Suspect,FIR-2006-421,Sagar
gonaur  majhi,1,48,Criminal,FIR-2022-191,Sagar
H. Best,0,32,Witness,FIR-2020-265,Bhopal
maya chan,0,35,Criminal,FIR-2017-481,Satna
Kalpana Khand Thakuri,0,59,Witness,FIR-2019-590,Satna
Vimaya Goldsmith,0,46,Witness,FIR-2019-165,Sagar
Prabhav D. Kevat,0,48,Witness,FIR-2024-741,Jabalpur
Yagna Kumari Khatri,0,47,Victim,FIR-2003-522,Sagar
Laxmi  Shaahi,0,46,Victim,FIR-2023-556,Ujjain
Basant  Parajuli,1,25,Witness,FIR-2016-735,Ujjain
Vinuta Humagai Sapkota,0,45,Victim,FIR-2024-722,Jabalpur
R. Potter,1,54,Witness,FIR-2019-764,Dewas
Chakrapani Gautam,1,53,Suspect,FIR-2003-405,Bhopal
Indra Bahadur Magar,1,28,Witness,FIR-2005-676,Rewa
Deumaali Kam,0,59,Suspect,FIR-2013-299,Satna
Jivchhi . Devi,0,40,Witness,FIR-2007-433,Jabalpur
Bhim Gurun,1,37,Suspect,FIR-2022-396,Bhopal
Bal Dagaur,1,53,Victim,FIR-2018-637,Gwalior
Pyam Sherp,0,46,Suspect,FIR-2020-337,Rewa
Radhe Taru,1,38,Victim,FIR-2003-119,Indore
Diksha Kadel,0,41,Witness,FIR-2004-438,Gwalior
b. rana,1,19,Victim,FIR-2017-632,Rewa
meena dev,0,46,Victim,FIR-2008-250,Sagar
Vijay Ghala,1,48,Suspect,FIR-2010-606,Satna
dharma . joshi,0,27,Suspect,FIR-2013-410,Sagar
Khagendra Niraul,1,47,Witness,FIR-2008-318,Ujjain
Saroj Mandal,1,48,Victim,FIR-2010-752,Ujjain
Shukram  Mahato,1,36,Victim,FIR-2022-891,Jabalpur
image gurung,1,32,Witness,FIR-2024-357,Indore
Vandu Teli,0,41,Criminal,FIR-2006-827,Rewa
Deepak  Achaaryaa,1,38,Criminal,FIR-2005-698,Sagar
Bal Bhujel,1,33,Witness,FIR-2004-952,Jabalpur
Tara  Khaatri,0,45,Suspect,FIR-2012-759,Sagar
Wisdom Vishwakarm,0,30,Criminal,FIR-2005-413,Satna
C. Chand,1,50,Criminal,FIR-2017-135,Satna
Hari Prasad Dhungana,1,26,Witness,FIR-2024-893,Gwalior
Arvind Verma,1,45,Suspect,FIR-2012-352,Ujjain
Tek Bahadur Kumai,1,43,Victim,FIR-2009-169,Satna
hope manandha,0,51,Suspect,FIR-2015-936,Indore
M. Jha,0,44,Criminal,FIR-2015-203,Indore
Shalik Paudel,1,37,Victim,FIR-2007-408,Gwalior
m. old,0,25,Criminal,FIR-2016-681,Ujjain
Durga  Shaahi,0,28,Criminal,FIR-2003-673,Satna
Thamkala . Thapa,0,46,Suspect,FIR-2003-638,Rewa
Tek B. Rawal,1,56,Criminal,FIR-2007-233,Bhopal
Sanu Maya Jirel,0,56,Victim,FIR-2014-397,Dewas
Sita Tamang,0,36,Victim,FIR-2006-663,Satna
Regha  Hemraam,1,28,Victim,FIR-2014-176,Bhopal
Naresh Meher,1,56,Criminal,FIR-2004-493,Bhopal
J. Lahera,0,32,Criminal,FIR-2019-917,Satna
R. Ghatani,0,29,Victim,FIR-2001-976,Rewa
S. Shrestha,1,57,Criminal,FIR-2019-298,Indore
Janma K. Shahi,0,51,Criminal,FIR-2008-961,Indore
Hari Prasad Adhikari,1,19,Victim,FIR-2005-594,Satna
Abhimanyu Khadka,1,55,Victim,FIR-2009-200,Jabalpur
Tika Nyupane,1,35,Criminal,FIR-2009-820,Satna
Raj Mehra,1,60,Witness,FIR-2006-226,Satna
Jhupa Budhathoki,0,37,Criminal,FIR-2024-370,Sagar
Vishnu Maya Paudel,0,42,Victim,FIR-2012-710,Gwalior
Vishnu Kumar Nyupane,1,30,Criminal,FIR-2012-772,Sagar
Durga Shresth,1,59,Victim,FIR-2013-917,Sagar
Basant Parajuli,1,34,Criminal,FIR-2022-361,Rewa
Ramnath Kan,1,48,Suspect,FIR-2008-624,Bhopal
Wed Ghle,1,44,Suspect,FIR-2020-250,Dewas
Bhuwan Singh Limbu,1,25,Witness,FIR-2013-245,Jabalpur
Lille . Damai,1,24,Victim,FIR-2016-935,Dewas
Jamuna Thada Magar,0,24,Criminal,FIR-2011-188,Rewa
Maan Limb,0,59,Victim,FIR-2020-320,Satna
Savita Katuwal,0,42,Suspect,FIR-2003-227,Rewa
Dhuire R. Parki,1,33,Witness,FIR-2012-362,Rewa
M. (Chand),0,53,Criminal,FIR-2013-142,Bhopal
Pramesh Suna,1,25,Victim,FIR-2022-285,Bhopal
asmita . rai,0,54,Witness,FIR-2007-859,Rewa
Reena Adhikari Bhatt,0,28,Criminal,FIR-2008-958,Bhopal
Sarmila  Khaatri,0,57,Victim,FIR-2007-392,Rewa
Purna Kumari Pokhrel,0,19,Criminal,FIR-2009-586,Rewa
Ritu G.C.,0,28,Witness,FIR-2000-612,Dewas
Basanti Singh,0,31,Suspect,FIR-2000-262,Indore
Bam Thap,1,24,Victim,FIR-2012-197,Indore
Vinay . Thokkar,1,32,Suspect,FIR-2006-588,Bhopal
Lalita Murmu Mardi,0,34,Suspect,FIR-2008-402,Satna
Maya Ghale,0,24,Suspect,FIR-2011-599,Ujjain
Sonia Devi Raute,0,46,Victim,FIR-2015-292,Gwalior
Lal  Padhyay,1,51,Criminal,FIR-2020-816,Jabalpur
bal rana,1,46,Criminal,FIR-2003-882,Indore
Kam Singh Tamang,1,45,Suspect,FIR-2003-250,Sagar
Ram Pandi,1,37,Suspect,FIR-2006-136,Satna
asiya devi,0,29,Suspect,FIR-2013-350,Indore
Kanhaiya Lal Kaalwaar,1,32,Victim,FIR-2007-250,Ujjain
Iraj Tapa,1,36,Suspect,FIR-2001-889,Ujjain
Manisha Kumari (Chaand),0,56,Victim,FIR-2018-163,Dewas
dandy regm,1,37,Witness,FIR-2014-830,Ujjain
Kamal Adhikari,1,51,Witness,FIR-2010-663,Dewas
Basant  Acharia,1,34,Criminal,FIR-2004-310,Gwalior
Shushila dynast,0,58,Witness,FIR-2002-787,Dewas
Manisha . B.K.,0,56,Victim,FIR-2003-828,Dewas
Laxmi . Bhatt,0,54,Suspect,FIR-2004-368,Sagar
D. Garre,1,33,Suspect,FIR-2005-978,Rewa
Prem Kumari Vishaankh,0,53,Witness,FIR-2010-981,Sagar
bharat  coppersmith,1,32,Criminal,FIR-2000-316,Sagar
deepak  kaadaaraa,0,28,Criminal,FIR-2004-310,Sagar
Dipendra P. Yadav,1,45,Criminal,FIR-2020-680,Satna
yasmin  khaatun,0,21,Criminal,FIR-2019-794,Satna
Devendra P. Upadhyay,1,32,Witness,FIR-2008-502,Satna
d. shretri,0,56,Witness,FIR-2003-580,Rewa
Dhirendra K. Chand,1,45,Suspect,FIR-2013-855,Bhopal
Kamla Rana Magar,0,26,Criminal,FIR-2022-860,Rewa
M. Tharu,0,60,Suspect,FIR-2018-600,Indore
P. Kevat,0,40,Criminal,FIR-2014-438,Gwalior
Black Kami,1,52,Criminal,FIR-2013-981,Jabalpur
Ghuran Cieftain,1,32,Suspect,FIR-2004-824,Rewa
H. Sris,1,25,Suspect,FIR-2012-177,Gwalior
Lali . Tamang,0,29,Victim,FIR-2000-599,Gwalior
Nand Pur,0,24,Criminal,FIR-2021-744,Indore
Sita  Tamang,0,34,Criminal,FIR-2002-312,Sagar
Sam S. Khan,1,29,Witness,FIR-2003-344,Dewas
Till goldsmit,1,36,Criminal,FIR-2020-598,Sagar
L. Khatri,1,36,Witness,FIR-2000-148,Satna
Pavitha . Kumal,0,37,Suspect,FIR-2005-890,Satna
Ramila  Magar,0,33,Criminal,FIR-2014-811,Dewas
Devilal  Bhaandaari,1,46,Suspect,FIR-2001-888,Jabalpur
Durg B. G.C,1,60,Suspect,FIR-2007-564,Ujjain
Ramesh  Paudel,1,43,Victim,FIR-2010-393,Jabalpur
Tunni Choudhary,0,52,Criminal,FIR-2006-679,Sagar
Mo Ouhid Raine,1,46,Victim,FIR-2004-159,Dewas
Bal Kumari Chowdhary,0,24,Suspect,FIR-2015-634,Dewas
Suresh Kumar Dagaura,1,60,Victim,FIR-2017-254,Jabalpur
Nikhil Sa,1,18,Criminal,FIR-2000-539,Indore
Suwas Path,1,43,Suspect,FIR-2004-302,Rewa
Min Tharu,1,25,Criminal,FIR-2001-468,Sagar
D. Rana,0,40,Criminal,FIR-2007-334,Sagar
pooja sarda,0,29,Victim,FIR-2019-505,Gwalior
Dumbar K. Limbu,0,23,Victim,FIR-2001-999,Ujjain
Bijay K,1,28,Criminal,FIR-2024-824,Indore
Dipendra Yada,1,42,Victim,FIR-2013-410,Ujjain
Karan V.K.,1,21,Victim,FIR-2014-879,Rewa
satya narayan yadav,1,39,Criminal,FIR-2013-962,Sagar
Arvind Kumar Upreti,1,24,Criminal,FIR-2002-726,Bhopal
Laxman . Rai,1,42,Criminal,FIR-2023-262,Sagar
Ganesh B. Limvu,1,25,Criminal,FIR-2002-545,Satna
sad k. (danuwar),1,54,Criminal,FIR-2023-655,Rewa
Vinod Adhikar,1,30,Criminal,FIR-2009-931,Satna
Sundari Cowdary,0,60,Suspect,FIR-2012-101,Bhopal
hari shreshtha,1,35,Witness,FIR-2023-256,Gwalior
Sarki Maan Taamaang,1,32,Witness,FIR-2022-118,Jabalpur
Rania  Raai,0,44,Suspect,FIR-2003-868,Gwalior
Jeevnath Dakal,1,44,Suspect,FIR-2002-272,Indore
Kavita  Gurung,0,32,Criminal,FIR-2012-666,Sagar
sunita . lodh,0,26,Suspect,FIR-2003-254,Ujjain
Padam Kark,1,31,Criminal,FIR-2010-820,Sagar
the hous,0,34,Criminal,FIR-2020-280,Ujjain
Rise Kami,1,60,Criminal,FIR-2012-417,Rewa
Januka Thapa Magar,0,30,Victim,FIR-2011-665,Dewas
Leela Khatiwada,0,56,Criminal,FIR-2018-130,Jabalpur
Chhem K. (Limbu),0,33,Witness,FIR-2011-955,Ujjain
Bal Acharya,1,52,Victim,FIR-2020-251,Indore
Dinesh Yada,1,22,Suspect,FIR-2014-146,Satna
mukesh . sahani,1,56,Criminal,FIR-2019-621,Gwalior
nagina devi,0,26,Criminal,FIR-2008-303,Gwalior
K. Thakuri,0,44,Victim,FIR-2024-891,Indore
point best,0,39,Criminal,FIR-2002-829,Jabalpur
sigman rye,1,25,Criminal,FIR-2004-641,Dewas
Tilla . Gharti,0,22,Criminal,FIR-2024-457,Rewa
Santa . Thokar,0,28,Suspect,FIR-2022-394,Gwalior
Mrs. Koili Dangi,0,32,Criminal,FIR-2023-848,Ujjain
Nagendra Kumar Karan,1,23,Suspect,FIR-2002-297,Satna
j. joshi,0,24,Victim,FIR-2014-147,Sagar
Sobhit  Saday,1,31,Criminal,FIR-2019-814,Jabalpur
Saru D. Mehta,0,19,Witness,FIR-2020-108,Ujjain
Surendra Shrestha,1,21,Criminal,FIR-2022-423,Dewas
Sharda . Sapkota,0,58,Witness,FIR-2004-468,Rewa
Mahichan Sani,1,18,Suspect,FIR-2013-211,Bhopal
Sandeep Tapaliya,1,55,Criminal,FIR-2013-243,Bhopal
Ranjana Mishra,0,46,Victim,FIR-2015-334,Indore
R. Paudyal,0,45,Suspect,FIR-2002-923,Indore
Manita Kark,0,39,Criminal,FIR-2001-611,Bhopal
Vimla Bohra,0,33,Criminal,FIR-2011-810,Dewas
team brave tamang,1,47,Suspect,FIR-2016-831,Sagar
Indra Bahadur Vishwaakaarmaa,1,58,Victim,FIR-2020-289,Rewa
Baji Koli,1,24,Witness,FIR-2013-606,Jabalpur
Gopal Viswakarma,1,37,Criminal,FIR-2021-739,Jabalpur
Suvita  Raai,0,32,Criminal,FIR-2010-755,Satna
Tara Bahadur Nepali,1,47,Victim,FIR-2010-561,Indore
tara kark,0,50,Criminal,FIR-2020-657,Ujjain
Narvada Rajvansi,0,35,Criminal,FIR-2016-859,Jabalpur
p. devi,0,57,Witness,FIR-2018-908,Satna
Ram Sa,1,42,Suspect,FIR-2017-607,Gwalior
Sarada Devi Thapa,0,24,Witness,FIR-2016-585,Sagar
dharma  joshi,0,28,Criminal,FIR-2002-561,Ujjain
